id,label,timeset,state,totalMig,totalNonMig,population,unemployment
1001,Autauga County,,AL,5397,57114,62511,8.6
1003,Baldwin County,,AL,10197,189665,199862,8.6
1005,Barbour County,,AL,1721,25599,27320,12.7
1007,Bibb County,,AL,1437,21520,22957,11.8
1009,Blount County,,AL,3363,59326,62689,8.8
1011,Bullock County,,AL,562,9210,9772,13.9
1013,Butler County,,AL,1075,21975,23050,14.5
1015,Calhoun County,,AL,6273,127547,133820,9.8
1017,Chambers County,,AL,2220,36460,38680,17.5
1019,Cherokee County,,AL,1106,24981,26087,10.3
1021,Chilton County,,AL,2376,45292,47668,9.4
1023,Choctaw County,,AL,604,14515,15119,11.9
1025,Clarke County,,AL,1417,29153,30570,14.7
1027,Clay County,,AL,1030,15316,16346,14.8
1029,Cleburne County,,AL,963,14933,15896,9.0
1031,Coffee County,,AL,5815,49102,54917,7.5
1033,Colbert County,,AL,3074,60828,63902,10.3
1035,Conecuh County,,AL,674,13319,13993,17.8
1037,Coosa County,,AL,938,10936,11874,14.3
1039,Covington County,,AL,1881,38630,40511,9.5
1041,Crenshaw County,,AL,1053,14600,15653,9.2
1043,Cullman County,,AL,3648,86718,90366,9.0
1045,Dale County,,AL,7362,48837,56199,8.5
1047,Dallas County,,AL,1948,45549,47497,18.9
1049,DeKalb County,,AL,3726,72709,76435,12.6
1051,Elmore County,,AL,6744,85068,91812,8.3
1053,Escambia County,,AL,1761,38034,39795,11.9
1055,Etowah County,,AL,4727,109847,114574,10.1
1057,Fayette County,,AL,885,17421,18306,12.4
1059,Franklin County,,AL,2148,34897,37045,11.9
1061,Geneva County,,AL,1748,26168,27916,9.5
1063,Greene County,,AL,633,9160,9793,13.5
1065,Hale County,,AL,1076,17678,18754,12.6
1067,Henry County,,AL,1281,17642,18923,9.9
1069,Houston County,,AL,7091,108103,115194,8.2
1071,Jackson County,,AL,2502,56921,59423,11.3
1073,Jefferson County,,AL,35054,723318,758372,9.5
1075,Lamar County,,AL,768,15095,15863,14.2
1077,Lauderdale County,,AL,4543,97676,102219,9.4
1079,Lawrence County,,AL,1888,37187,39075,12.1
1081,Lee County,,AL,10898,130846,141744,8.3
1083,Limestone County,,AL,4820,88099,92919,8.6
1085,Lowndes County,,AL,984,13493,14477,17.2
1087,Macon County,,AL,1619,20864,22483,10.8
1089,Madison County,,AL,18708,378129,396837,7.1
1091,Marengo County,,AL,1164,22668,23832,12.6
1093,Marion County,,AL,1396,29058,30454,14.7
1095,Marshall County,,AL,5746,99362,105108,9.0
1097,Mobile County,,AL,16979,445395,462374,10.0
1099,Monroe County,,AL,1189,24280,25469,17.4
1101,Montgomery County,,AL,17940,247136,265076,9.3
1103,Morgan County,,AL,6533,135105,141638,9.5
1105,Perry County,,AL,701,10924,11625,17.7
1107,Pickens County,,AL,968,21016,21984,12.1
1109,Pike County,,AL,2042,29378,31420,8.4
1111,Randolph County,,AL,1057,23302,24359,13.2
1113,Russell County,,AL,6452,52070,58522,10.9
1115,St. Clair County,,AL,5444,85566,91010,9.6
1117,Shelby County,,AL,15181,209763,224944,6.8
1119,Sumter County,,AL,666,13224,13890,13.2
1121,Talladega County,,AL,4770,84226,88996,12.8
1123,Tallapoosa County,,AL,2805,44752,47557,12.0
1125,Tuscaloosa County,,AL,9807,188320,198127,9.0
1127,Walker County,,AL,2832,68624,71456,10.3
1129,Washington County,,AL,852,18620,19472,13.4
1131,Wilcox County,,AL,700,12774,13474,23.5
1133,Winston County,,AL,1492,24361,25853,15.8
2013,Aleutians East Borough,,AK,295,1783,2078,9.9
2016,Aleutians West Census Area,,AK,737,4454,5191,7.1
2020,Anchorage Municipality,,AK,26394,316506,342900,6.6
2050,Bethel Census Area,,AK,948,17044,17992,14.2
2060,Bristol Bay Borough,,AK,100,1085,1185,4.8
2068,Denali Borough,,AK,276,2324,2600,8.3
2070,Dillingham Census Area,,AK,363,4966,5329,10.2
2090,Fairbanks North Star Borough,,AK,11715,100135,111850,7.1
2100,Haines Borough,,AK,173,2587,2760,9.1
2105,Hoonah-Angoon Census Area,,AK,161,1984,2145,14.8
2110,Juneau City and Borough,,AK,2501,34480,36981,5.9
2122,Kenai Peninsula Borough,,AK,3729,59484,63213,9.9
2130,Ketchikan Gateway Borough,,AK,1272,14781,16053,7.2
2150,Kodiak Island Borough,,AK,1880,15088,16968,7.2
2164,Lake and Peninsula Borough,,AK,188,1559,1747,8.2
2170,Matanuska-Susitna Borough,,AK,6254,90543,96797,8.9
2180,Nome Census Area,,AK,483,8900,9383,11.7
2185,North Slope Borough,,AK,491,7072,7563,4.8
2188,Northwest Arctic Borough,,AK,477,6297,6774,12.0
2195,Petersburg Census Area,,AK,260,4051,4311,10.5
2198,Prince of Wales-Hyder Census Area,,AK,310,4794,5104,15.3
2220,Sitka City and Borough,,AK,805,9773,10578,6.3
2230,Skagway Municipality,,AK,166,1178,1344,0.0
2240,Southeast Fairbanks Census Area,,AK,857,7893,8750,9.7
2261,Valdez-Cordova Census Area,,AK,1072,10490,11562,8.5
2270,Wade Hampton Census Area,,AK,510,7341,7851,20.9
2275,Wrangell City and Borough,,AK,157,2422,2579,0.0
2282,Yakutat City and Borough,,AK,65,541,606,11.5
2290,Yukon-Koyukuk Census Area,,AK,422,5520,5942,14.2
4001,Apache County,,AZ,6439,65008,71447,15.4
4003,Cochise County,,AZ,13151,131687,144838,7.8
4005,Coconino County,,AZ,11760,132319,144079,8.3
4007,Gila County,,AZ,3439,52052,55491,11.1
4009,Graham County,,AZ,2321,30546,32867,14.7
4011,Greenlee County,,AZ,1120,8030,9150,18.5
4012,La Paz County,,AZ,1339,15208,16547,9.6
4013,Maricopa County,,AZ,183934,4011461,4195395,8.9
4015,Mohave County,,AZ,12899,186437,199336,11.1
4017,Navajo County,,AZ,7708,100862,108570,14.9
4019,Pima County,,AZ,46240,1019348,1065588,8.8
4021,Pinal County,,AZ,14219,160520,174739,12.0
4023,Santa Cruz County,,AZ,2765,53918,56683,15.4
4025,Yavapai County,,AZ,14443,219221,233664,10.2
4027,Yuma County,,AZ,11838,220191,232029,22.5
5001,Arkansas County,,AR,1238,20736,21974,14.8
5003,Ashley County,,AR,1053,23324,24377,10.0
5005,Baxter County,,AR,2460,42779,45239,8.8
5007,Benton County,,AR,15707,235475,251182,6.1
5009,Boone County,,AR,2238,38721,40959,7.1
5011,Bradley County,,AR,681,11563,12244,9.2
5013,Calhoun County,,AR,343,5009,5352,8.0
5015,Carroll County,,AR,1780,28011,29791,5.7
5017,Chicot County,,AR,692,11041,11733,10.5
5019,Clark County,,AR,1619,21429,23048,7.6
5021,Clay County,,AR,910,16224,17134,10.7
5023,Cleburne County,,AR,1826,26180,28006,7.1
5025,Cleveland County,,AR,600,8808,9408,7.7
5027,Columbia County,,AR,1400,24060,25460,9.2
5029,Conway County,,AR,1416,21886,23302,7.1
5031,Craighead County,,AR,6466,94624,101090,6.6
5033,Crawford County,,AR,4644,62449,67093,7.4
5035,Crittenden County,,AR,3445,55390,58835,10.3
5037,Cross County,,AR,1364,19033,20397,7.9
5039,Dallas County,,AR,613,7927,8540,9.6
5041,Desha County,,AR,889,13740,14629,10.7
5043,Drew County,,AR,1231,18412,19643,10.4
5045,Faulkner County,,AR,8225,111358,119583,6.5
5047,Franklin County,,AR,1183,17910,19093,6.8
5049,Fulton County,,AR,709,10687,11396,7.0
5051,Garland County,,AR,5608,100342,105950,7.2
5053,Grant County,,AR,1226,18749,19975,6.7
5055,Greene County,,AR,2285,42794,45079,9.5
5057,Hempstead County,,AR,1375,22123,23498,7.8
5059,Hot Spring County,,AR,2087,31677,33764,8.1
5061,Howard County,,AR,932,14598,15530,7.6
5063,Independence County,,AR,2167,37960,40127,8.3
5065,Izard County,,AR,822,12071,12893,8.6
5067,Jackson County,,AR,997,15601,16598,10.3
5069,Jefferson County,,AR,4569,81039,85608,9.3
5071,Johnson County,,AR,1466,25265,26731,6.8
5073,Lafayette County,,AR,454,6942,7396,9.0
5075,Lawrence County,,AR,1000,16419,17419,8.7
5077,Lee County,,AR,581,7971,8552,8.7
5079,Lincoln County,,AR,756,11164,11920,9.3
5081,Little River County,,AR,918,13399,14317,5.7
5083,Logan County,,AR,1486,22905,24391,8.7
5085,Lonoke County,,AR,6414,71998,78412,5.9
5087,Madison County,,AR,1041,16057,17098,6.4
5089,Marion County,,AR,1202,15672,16874,11.2
5091,Miller County,,AR,4011,42223,46234,5.3
5093,Mississippi County,,AR,2961,48767,51728,13.2
5095,Monroe County,,AR,750,8191,8941,7.7
5097,Montgomery County,,AR,549,8418,8967,6.6
5099,Nevada County,,AR,698,9357,10055,8.8
5101,Newton County,,AR,447,8009,8456,7.5
5103,Ouachita County,,AR,1444,26603,28047,7.6
5105,Perry County,,AR,882,10543,11425,7.4
5107,Phillips County,,AR,1320,21052,22372,9.0
5109,Pike County,,AR,653,11293,11946,7.2
5111,Poinsett County,,AR,1516,24297,25813,8.4
5113,Polk County,,AR,1145,19829,20974,7.2
5115,Pope County,,AR,3958,61640,65598,7.1
5117,Prairie County,,AR,584,8423,9007,7.4
5119,Pulaski County,,AR,27436,417332,444768,6.3
5121,Randolph County,,AR,973,17699,18672,8.7
5123,St. Francis County,,AR,1822,24054,25876,9.8
5125,Saline County,,AR,7471,113065,120536,6.2
5127,Scott County,,AR,690,11181,11871,6.5
5129,Searcy County,,AR,450,7859,8309,7.3
5131,Sebastian County,,AR,9119,129989,139108,7.2
5133,Sevier County,,AR,832,16298,17130,5.5
5135,Sharp County,,AR,1444,16891,18335,8.7
5137,Stone County,,AR,636,11608,12244,8.3
5139,Union County,,AR,2405,47102,49507,9.8
5141,Van Buren County,,AR,1171,16425,17596,9.9
5143,Washington County,,AR,14309,200104,214413,5.9
5145,White County,,AR,4892,76969,81861,7.7
5147,Woodruff County,,AR,471,7332,7803,10.4
5149,Yell County,,AR,1779,21059,22838,7.7
6001,Alameda County,,CA,105558,1630802,1736360,10.5
6003,Alpine County,,CA,108,996,1104,14.5
6005,Amador County,,CA,2182,37911,40093,11.7
6007,Butte County,,CA,10830,211583,222413,12.6
6009,Calaveras County,,CA,3017,45961,48978,13.9
6011,Colusa County,,CA,1307,28076,29383,18.0
6013,Contra Costa County,,CA,59889,1151253,1211142,10.2
6015,Del Norte County,,CA,1433,23632,25065,12.1
6017,El Dorado County,,CA,12394,192745,205139,11.1
6019,Fresno County,,CA,31451,957260,988711,15.0
6021,Glenn County,,CA,1714,31154,32868,14.5
6023,Humboldt County,,CA,6297,127986,134283,10.9
6025,Imperial County,,CA,8018,207114,215132,27.9
6027,Inyo County,,CA,1321,19803,21124,9.2
6029,Kern County,,CA,32433,828336,860769,14.4
6031,Kings County,,CA,10408,140264,150672,14.6
6033,Lake County,,CA,3293,58445,61738,15.4
6035,Lassen County,,CA,2076,25974,28050,12.6
6037,Los Angeles County,,CA,365614,10464810,10830424,11.5
6039,Madera County,,CA,7902,144332,152234,13.7
6041,Marin County,,CA,14827,249621,264448,7.7
6043,Mariposa County,,CA,1275,17913,19188,10.5
6045,Mendocino County,,CA,4024,90069,94093,10.3
6047,Merced County,,CA,13842,257329,271171,17.0
6049,Modoc County,,CA,513,8624,9137,12.4
6051,Mono County,,CA,1441,13250,14691,9.0
6053,Monterey County,,CA,25817,473310,499127,11.8
6055,Napa County,,CA,8696,152362,161058,8.6
6057,Nevada County,,CA,6392,104454,110846,10.5
6059,Orange County,,CA,153397,3357611,3511008,8.9
6061,Placer County,,CA,25368,372814,398182,10.4
6063,Plumas County,,CA,1407,21075,22482,15.7
6065,Riverside County,,CA,123480,2187654,2311134,13.4
6067,Sacramento County,,CA,74699,1517149,1591848,11.3
6069,San Benito County,,CA,3897,61547,65444,14.3
6071,San Bernardino County,,CA,136156,2099852,2236008,13.0
6073,San Diego County,,CA,166277,3405680,3571957,9.6
6075,San Francisco County,,CA,75983,844642,920625,8.9
6077,San Joaquin County,,CA,35413,719650,755063,15.3
6079,San Luis Obispo County,,CA,13954,272437,286391,9.0
6081,San Mateo County,,CA,53794,801557,855351,8.4
6083,Santa Barbara County,,CA,22287,435628,457915,8.4
6085,Santa Clara County,,CA,96164,2044323,2140487,10.8
6087,Santa Cruz County,,CA,13969,284805,298774,11.3
6089,Shasta County,,CA,8938,180766,189704,14.7
6091,Sierra County,,CA,246,3030,3276,15.2
6093,Siskiyou County,,CA,2222,45354,47576,14.6
6095,Solano County,,CA,29479,449769,479248,10.6
6097,Sonoma County,,CA,19723,529062,548785,9.6
6099,Stanislaus County,,CA,26839,544480,571319,15.9
6101,Sutter County,,CA,7513,98618,106131,16.8
6103,Tehama County,,CA,3517,61313,64830,14.0
6105,Trinity County,,CA,680,11395,12075,17.2
6107,Tulare County,,CA,16215,455446,471661,15.2
6109,Tuolumne County,,CA,3102,55623,58725,12.5
6111,Ventura County,,CA,40080,952181,992261,9.9
6113,Yolo County,,CA,16957,196681,213638,11.3
6115,Yuba County,,CA,8238,68480,76718,17.2
8001,Adams County,,CO,46228,473415,519643,9.6
8003,Alamosa County,,CO,1420,14883,16303,7.2
8005,Arapahoe County,,CO,63400,616357,679757,8.2
8007,Archuleta County,,CO,1015,11824,12839,8.5
8009,Baca County,,CO,195,3981,4176,4.1
8011,Bent County,,CO,329,4395,4724,7.4
8013,Boulder County,,CO,26537,307105,333642,7.0
8014,Broomfield County,,CO,13412,101694,115106,7.8
8015,Chaffee County,,CO,1304,17928,19232,7.1
8017,Cheyenne County,,CO,154,1998,2152,2.9
8019,Clear Creek County,,CO,881,9231,10112,8.2
8021,Conejos County,,CO,389,8011,8400,8.4
8023,Costilla County,,CO,237,2949,3186,10.3
8025,Crowley County,,CO,249,2816,3065,9.8
8027,Custer County,,CO,312,4051,4363,7.1
8029,Delta County,,CO,2215,31994,34209,8.1
8031,Denver County,,CO,77564,601276,678840,9.2
8033,Dolores County,,CO,127,2071,2198,14.8
8035,Douglas County,,CO,25981,311158,337139,7.0
8037,Eagle County,,CO,6667,53100,59767,8.0
8039,Elbert County,,CO,2156,23153,25309,8.0
8041,El Paso County,,CO,52850,666723,719573,8.9
8043,Fremont County,,CO,2567,41505,44072,9.7
8045,Garfield County,,CO,6314,57240,63554,7.9
8047,Gilpin County,,CO,646,5066,5712,6.9
8049,Grand County,,CO,1597,14215,15812,7.6
8051,Gunnison County,,CO,1659,14229,15888,6.2
8053,Hinsdale County,,CO,73,844,917,3.5
8055,Huerfano County,,CO,588,6273,6861,9.9
8057,Jackson County,,CO,132,1517,1649,4.7
8059,Jefferson County,,CO,48359,556930,605289,8.1
8061,Kiowa County,,CO,86,1496,1582,4.8
8063,Kit Carson County,,CO,560,8260,8820,4.5
8065,Lake County,,CO,771,7000,7771,9.7
8067,La Plata County,,CO,3817,51811,55628,6.1
8069,Larimer County,,CO,22202,323638,345840,7.1
8071,Las Animas County,,CO,1216,15406,16622,9.2
8073,Lincoln County,,CO,295,4861,5156,4.7
8075,Logan County,,CO,1294,20756,22050,5.7
8077,Mesa County,,CO,11210,159352,170562,9.5
8079,Mineral County,,CO,74,789,863,7.5
8081,Moffat County,,CO,1156,15055,16211,7.1
8083,Montezuma County,,CO,1799,25513,27312,8.3
8085,Montrose County,,CO,3160,44259,47419,9.2
8087,Morgan County,,CO,1929,30779,32708,6.1
8089,Otero County,,CO,1072,19675,20747,7.8
8091,Ouray County,,CO,419,4315,4734,6.4
8093,Park County,,CO,1412,14947,16359,7.9
8095,Phillips County,,CO,265,4744,5009,4.1
8097,Pitkin County,,CO,1966,15695,17661,6.8
8099,Prowers County,,CO,948,12835,13783,6.6
8101,Pueblo County,,CO,6919,167551,174470,9.3
8103,Rio Blanco County,,CO,951,6790,7741,5.5
8105,Rio Grande County,,CO,1017,15076,16093,6.9
8107,Routt County,,CO,2608,23517,26125,7.4
8109,Saguache County,,CO,282,3573,3855,9.1
8111,San Juan County,,CO,61,632,693,8.4
8113,San Miguel County,,CO,894,6637,7531,6.8
8115,Sedgwick County,,CO,191,2560,2751,4.3
8117,Summit County,,CO,3911,30714,34625,6.9
8119,Teller County,,CO,2114,25137,27251,8.6
8121,Washington County,,CO,343,4667,5010,4.5
8123,Weld County,,CO,18909,266054,284963,9.3
8125,Yuma County,,CO,751,10659,11410,3.8
9001,Fairfield County,,CT,39679,995074,1034753,7.8
9003,Hartford County,,CT,40388,1055822,1096210,8.7
9005,Litchfield County,,CT,9361,225952,235313,8.3
9007,Middlesex County,,CT,10955,194583,205538,7.0
9009,New Haven County,,CT,39178,977224,1016402,9.0
9011,New London County,,CT,17494,320417,337911,7.8
9013,Tolland County,,CT,9986,164665,174651,7.0
9015,Windham County,,CT,6428,134464,140892,9.2
10001,Kent County,,DE,9984,179480,189464,7.9
10003,New Castle County,,DE,25691,620023,645714,8.1
10005,Sussex County,,DE,8368,214642,223010,8.0
11001,District of Columbia,,DC,59459,579863,639322,9.6
12001,Alachua County,,FL,21577,230538,252115,6.9
12003,Baker County,,FL,1741,26336,28077,9.8
12005,Bay County,,FL,14134,181993,196127,8.9
12007,Bradford County,,FL,1859,24596,26455,7.8
12009,Brevard County,,FL,29342,605502,634844,10.1
12011,Broward County,,FL,114297,1910306,2024603,8.9
12013,Calhoun County,,FL,850,11951,12801,8.3
12015,Charlotte County,,FL,11913,161708,173621,11.5
12017,Citrus County,,FL,8281,147483,155764,11.7
12019,Clay County,,FL,19998,212066,232064,9.0
12021,Collier County,,FL,21543,341667,363210,10.8
