Source,Target,Type,id,label,timeset,weight
1001,1051,Directed,0,,,1274
1001,1101,Directed,1,,,1050
1001,1021,Directed,2,,,280
1001,1117,Directed,3,,,161
1001,1073,Directed,4,,,103
1001,48453,Directed,5,,,103
1001,1047,Directed,6,,,86
1001,1081,Directed,7,,,83
1001,1003,Directed,8,,,78
1001,51059,Directed,9,,,121
1003,1097,Directed,10,,,2021
1003,12033,Directed,11,,,972
1003,1073,Directed,12,,,347
1003,1053,Directed,13,,,266
1003,12113,Directed,14,,,196
1003,1117,Directed,15,,,171
1003,1125,Directed,16,,,115
1003,1081,Directed,17,,,107
1003,28059,Directed,18,,,112
1003,48201,Directed,19,,,125
1003,1101,Directed,20,,,96
1003,28047,Directed,21,,,112
1003,28047,Directed,22,,,112
1003,1089,Directed,23,,,91
1003,48453,Directed,24,,,97
1003,22103,Directed,25,,,102
1003,12091,Directed,26,,,93
1003,13121,Directed,27,,,73
1003,1099,Directed,28,,,93
1003,1025,Directed,29,,,76
1003,1069,Directed,30,,,61
1003,1051,Directed,31,,,56
1003,6037,Directed,32,,,52
1003,12095,Directed,33,,,58
1003,13135,Directed,34,,,64
1003,1039,Directed,35,,,57
1003,13089,Directed,36,,,58
1003,47037,Directed,37,,,47
1005,1067,Directed,38,,,157
1005,1069,Directed,39,,,163
1005,1045,Directed,40,,,156
1005,1109,Directed,41,,,106
1005,1113,Directed,42,,,91
1005,1101,Directed,43,,,77
1005,13215,Directed,44,,,60
1007,1125,Directed,45,,,375
1007,1073,Directed,46,,,265
1007,1117,Directed,47,,,184
1007,1021,Directed,48,,,90
1009,1073,Directed,49,,,1206
1009,1095,Directed,50,,,353
1009,1043,Directed,51,,,303
1009,1115,Directed,52,,,220
1009,1055,Directed,53,,,185
1009,1117,Directed,54,,,101
1009,1127,Directed,55,,,75
1009,1089,Directed,56,,,55
1011,1101,Directed,57,,,148
1011,1109,Directed,58,,,81
1013,1101,Directed,59,,,186
1013,1041,Directed,60,,,105
1013,1035,Directed,61,,,77
1013,1085,Directed,62,,,72
1015,1121,Directed,63,,,1145
1015,1055,Directed,64,,,563
1015,1073,Directed,65,,,369
1015,1115,Directed,66,,,274
1015,1029,Directed,67,,,266
1015,1019,Directed,68,,,154
1015,1089,Directed,69,,,109
1015,1111,Directed,70,,,121
1015,1117,Directed,71,,,92
1015,48453,Directed,72,,,96
1015,1095,Directed,73,,,90
1015,1101,Directed,74,,,68
1015,1125,Directed,75,,,75
1015,13121,Directed,76,,,66
1015,1003,Directed,77,,,70
1015,1027,Directed,78,,,68
1015,13045,Directed,79,,,69
1015,1081,Directed,80,,,61
1015,13067,Directed,81,,,59
1017,1081,Directed,82,,,978
1017,13285,Directed,83,,,488
1017,1111,Directed,84,,,175
1017,1123,Directed,85,,,98
1017,48453,Directed,86,,,69
1017,13215,Directed,87,,,56
1019,1055,Directed,88,,,243
1019,1049,Directed,89,,,178
1019,1015,Directed,90,,,154
1019,13115,Directed,91,,,105
1021,1117,Directed,92,,,661
1021,1073,Directed,93,,,251
1021,1001,Directed,94,,,240
1021,1007,Directed,95,,,109
1021,1051,Directed,96,,,88
1021,48453,Directed,97,,,87
1021,1101,Directed,98,,,66
1021,1125,Directed,99,,,65
1023,28075,Directed,100,,,84
1025,1097,Directed,101,,,241
1025,1129,Directed,102,,,158
1025,1131,Directed,103,,,125
1025,1091,Directed,104,,,118
1025,1003,Directed,105,,,76
1027,1121,Directed,106,,,144
1027,1015,Directed,107,,,122
1027,1111,Directed,108,,,84
1029,1015,Directed,109,,,308
1029,13045,Directed,110,,,126
1029,1111,Directed,111,,,100
1029,13143,Directed,112,,,95
1031,1045,Directed,113,,,739
1031,1069,Directed,114,,,383
1031,1061,Directed,115,,,281
1031,1039,Directed,116,,,237
1031,1109,Directed,117,,,174
1031,47125,Directed,118,,,122
1031,8041,Directed,119,,,94
1031,12005,Directed,120,,,79
1031,1073,Directed,121,,,60
1031,15003,Directed,122,,,72
1031,13051,Directed,123,,,74
1031,48027,Directed,124,,,87
1031,1089,Directed,125,,,70
1033,1077,Directed,126,,,1379
1033,1059,Directed,127,,,381
1033,1079,Directed,128,,,107
1033,1089,Directed,129,,,92
1033,1103,Directed,130,,,94
1033,1073,Directed,131,,,67
1035,1053,Directed,132,,,135
1035,1099,Directed,133,,,129
1035,1039,Directed,134,,,74
1037,1121,Directed,135,,,290
1037,1123,Directed,136,,,251
1039,1031,Directed,137,,,194
1039,12091,Directed,138,,,138
1039,12131,Directed,139,,,124
1039,1041,Directed,140,,,106
1039,1013,Directed,141,,,76
1039,1061,Directed,142,,,64
1041,1101,Directed,143,,,185
1041,1109,Directed,144,,,117
1041,1039,Directed,145,,,91
1043,1103,Directed,146,,,556
1043,1073,Directed,147,,,408
1043,1095,Directed,148,,,310
1043,1009,Directed,149,,,281
1043,1089,Directed,150,,,180
1043,1127,Directed,151,,,153
1043,1133,Directed,152,,,121
1043,1083,Directed,153,,,106
1043,48453,Directed,154,,,92
1043,1117,Directed,155,,,71
1045,1069,Directed,156,,,1046
1045,1031,Directed,157,,,887
1045,1061,Directed,158,,,187
1045,8041,Directed,159,,,162
1045,1067,Directed,160,,,140
1045,47125,Directed,161,,,131
1045,1005,Directed,162,,,118
1045,48141,Directed,163,,,113
1045,1109,Directed,164,,,85
1045,48027,Directed,165,,,110
1045,12005,Directed,166,,,74
1045,15003,Directed,167,,,86
1045,36045,Directed,168,,,100
1045,1101,Directed,169,,,57
1045,48453,Directed,170,,,64
1047,1101,Directed,171,,,351
1047,1001,Directed,172,,,166
1047,1073,Directed,173,,,144
1047,1105,Directed,174,,,136
1047,1125,Directed,175,,,109
1047,1021,Directed,176,,,88
