id,label,timeset,state,totalMig,totalNonMig,population,poverty
1001,Autauga County,,AL,5200,52125,57325,10.3
1003,Baldwin County,,AL,9047,158925,167972,10.7
1005,Barbour County,,AL,1839,27674,29513,23.6
1007,Bibb County,,AL,1272,21234,22506,17.7
1009,Blount County,,AL,3038,55609,58647,12.6
1011,Bullock County,,AL,626,10168,10794,31.4
1013,Butler County,,AL,1079,22527,23606,20.4
1015,Calhoun County,,AL,6592,130857,137449,15.8
1017,Chambers County,,AL,2358,43090,45448,16.1
1019,Cherokee County,,AL,1346,24546,25892,16.3
1021,Chilton County,,AL,1848,40380,42228,15.9
1023,Choctaw County,,AL,716,16324,17040,18.7
1025,Clarke County,,AL,1361,30333,31694,19.0
1027,Clay County,,AL,865,16543,17408,14.2
1029,Cleburne County,,AL,828,14656,15484,15.2
1031,Coffee County,,AL,5085,45077,50162,14.4
1033,Colbert County,,AL,3243,59163,62406,14.2
1035,Conecuh County,,AL,852,14522,15374,22.6
1037,Coosa County,,AL,973,12996,13969,15.3
1039,Covington County,,AL,1879,37826,39705,17.8
1041,Crenshaw County,,AL,984,15507,16491,17.9
1043,Cullman County,,AL,3698,83236,86934,14.0
1045,Dale County,,AL,7656,47833,55489,16.1
1047,Dallas County,,AL,2466,48579,51045,25.0
1049,DeKalb County,,AL,3470,71776,75246,16.1
1051,Elmore County,,AL,5502,72950,78452,13.0
1053,Escambia County,,AL,2133,37779,39912,20.2
1055,Etowah County,,AL,5060,105187,110247,16.5
1057,Fayette County,,AL,1141,21419,22560,16.5
1059,Franklin County,,AL,1728,31973,33701,18.0
1061,Geneva County,,AL,1737,25656,27393,18.6
1063,Greene County,,AL,510,9836,10346,27.3
1065,Hale County,,AL,1008,18288,19296,22.6
1067,Henry County,,AL,1215,18124,19339,16.3
1069,Houston County,,AL,6050,97239,103289,15.4
1071,Jackson County,,AL,2673,57632,60305,14.9
1073,Jefferson County,,AL,36298,723075,759373,13.9
1075,Lamar County,,AL,951,16764,17715,16.6
1077,Lauderdale County,,AL,4481,93759,98240,15.1
1079,Lawrence County,,AL,1988,37572,39560,14.4
1081,Lee County,,AL,9282,108459,117741,15.2
1083,Limestone County,,AL,4102,73378,77480,12.4
1085,Lowndes County,,AL,955,13706,14661,24.0
1087,Macon County,,AL,1394,21031,22425,28.0
1089,Madison County,,AL,16344,324751,341095,10.4
1091,Marengo County,,AL,1352,23597,24949,19.8
1093,Marion County,,AL,1381,25717,27098,18.5
1095,Marshall County,,AL,5153,83829,88982,15.6
1097,Mobile County,,AL,16927,422815,439742,18.6
1099,Monroe County,,AL,1138,25603,26741,18.3
1101,Montgomery County,,AL,17867,236593,254460,17.4
1103,Morgan County,,AL,6555,124545,131100,12.3
1105,Perry County,,AL,548,10115,10663,32.3
1107,Pickens County,,AL,1171,22071,23242,19.7
1109,Pike County,,AL,2060,26587,28647,22.2
1111,Randolph County,,AL,1319,22539,23858,17.2
1113,Russell County,,AL,5179,49705,54884,18.6
1115,St. Clair County,,AL,4353,64592,68945,13.7
1117,Shelby County,,AL,12936,161125,174061,6.5
1119,Sumter County,,AL,767,13982,14749,27.9
1121,Talladega County,,AL,4315,78762,83077,17.4
1123,Tallapoosa County,,AL,2299,40449,42748,16.3
1125,Tuscaloosa County,,AL,9062,168865,177927,16.1
1127,Walker County,,AL,3210,68189,71399,15.4
1129,Washington County,,AL,928,18374,19302,17.3
1131,Wilcox County,,AL,670,13044,13714,29.9
1133,Winston County,,AL,1365,24866,26231,18.3
2013,Aleutians East Borough,,AK,283,1604,1887,11.2
2016,Aleutians West Census Area,,AK,666,4110,4776,6.3
2020,Anchorage Municipality,,AK,26080,286290,312370,7.7
2050,Bethel Census Area,,AK,930,15913,16843,22.8
2060,Bristol Bay Borough,,AK,174,1275,1449,8.2
2068,Denali Borough,,AK,359,2140,2499,4.4
2070,Dillingham Census Area,,AK,447,4486,4933,19.1
2090,Fairbanks North Star Borough,,AK,12016,92403,104419,7.0
2100,Haines Borough,,AK,238,2598,2836,11.6
2105,Hoonah-Angoon Census Area,,AK,0,0,0,9.4
2110,Juneau City and Borough,,AK,2752,34217,36969,6.7
2122,Kenai Peninsula Borough,,AK,4208,53375,57583,9.5
2130,Ketchikan Gateway Borough,,AK,1523,14129,15652,8.1
2150,Kodiak Island Borough,,AK,2046,15003,17049,8.3
2164,Lake and Peninsula Borough,,AK,199,1339,1538,18.4
2170,Matanuska-Susitna Borough,,AK,4723,64712,69435,9.7
2180,Nome Census Area,,AK,630,8563,9193,18.1
2185,North Slope Borough,,AK,546,7019,7565,10.6
2188,Northwest Arctic Borough,,AK,505,6337,6842,16.5
2195,Petersburg Census Area,,AK,0,0,0,8.4
2220,Sitka City and Borough,,AK,932,9787,10719,7.2
2240,Southeast Fairbanks Census Area,,AK,588,6031,6619,17.0
2261,Valdez-Cordova Census Area,,AK,1306,10777,12083,8.6
2270,Wade Hampton Census Area,,AK,357,6587,6944,29.6
2282,Yakutat City and Borough,,AK,89,546,635,10.1
2290,Yukon-Koyukuk Census Area,,AK,598,6014,6612,18.4
4001,Apache County,,AZ,7189,56522,63711,28.3
4003,Cochise County,,AZ,12793,114558,127351,16.7
4005,Coconino County,,AZ,12861,119626,132487,15.4
