id,label,timeset,state,totalMig,totalNonMig,population,poverty
5017,Chicot County,,AR,841,11425,12266,30.4
5019,Clark County,,AR,1849,21699,23548,21.8
5021,Clay County,,AR,1165,16552,17717,18.1
5023,Cleburne County,,AR,1674,26369,28043,15.2
5025,Cleveland County,,AR,640,8973,9613,19.5
5027,Columbia County,,AR,1637,24463,26100,20.7
5029,Conway County,,AR,1518,22239,23757,17.1
5031,Craighead County,,AR,6355,94181,100536,17.5
5033,Crawford County,,AR,4469,63194,67663,15.6
5035,Crittenden County,,AR,3624,55827,59451,20.5
5037,Cross County,,AR,1339,19554,20893,18.7
5039,Dallas County,,AR,612,8235,8847,21.0
5041,Desha County,,AR,981,14035,15016,29.0
5043,Drew County,,AR,1389,18655,20044,20.4
5045,Faulkner County,,AR,8049,109935,117984,16.2
5047,Franklin County,,AR,1333,18312,19645,17.0
5049,Fulton County,,AR,874,11196,12070,18.7
5051,Garland County,,AR,5855,101535,107390,16.1
5053,Grant County,,AR,1286,19169,20455,11.5
5055,Greene County,,AR,2397,43211,45608,16.6
5057,Hempstead County,,AR,1379,22841,24220,20.6
5059,Hot Spring County,,AR,2296,32479,34775,15.7
5061,Howard County,,AR,1060,14820,15880,21.3
5063,Independence County,,AR,2266,37935,40201,15.1
5065,Izard County,,AR,920,12710,13630,19.7
5067,Jackson County,,AR,1058,16105,17163,24.9
5069,Jefferson County,,AR,5043,82146,87189,20.6
5071,Johnson County,,AR,1565,25775,27340,17.4
5073,Lafayette County,,AR,536,7151,7687,25.4
5075,Lawrence County,,AR,1229,16952,18181,20.8
5077,Lee County,,AR,731,8313,9044,38.6
5079,Lincoln County,,AR,808,11430,12238,29.0
5081,Little River County,,AR,795,13508,14303,18.4
5083,Logan County,,AR,1645,23498,25143,16.6
5085,Lonoke County,,AR,6340,71251,77591,11.7
5087,Madison County,,AR,1233,16209,17442,17.0
5089,Marion County,,AR,1409,16172,17581,17.7
5091,Miller County,,AR,4082,42512,46594,19.8
5093,Mississippi County,,AR,3171,49777,52948,23.5
5095,Monroe County,,AR,734,8674,9408,26.0
5097,Montgomery County,,AR,608,8680,9288,17.7
5099,Nevada County,,AR,682,9398,10080,22.0
5101,Newton County,,AR,639,8201,8840,23.3
5103,Ouachita County,,AR,1729,26995,28724,22.0
5105,Perry County,,AR,852,10359,11211,16.2
5107,Phillips County,,AR,1521,21838,23359,34.9
5109,Pike County,,AR,797,11266,12063,17.5
5111,Poinsett County,,AR,1658,24756,26414,23.8
5113,Polk County,,AR,1113,20241,21354,19.5
5115,Pope County,,AR,4287,61815,66102,15.7
5117,Prairie County,,AR,515,8796,9311,18.1
5119,Pulaski County,,AR,27487,421112,448599,16.5
5121,Randolph County,,AR,1167,18235,19402,20.4
5123,St. Francis County,,AR,1830,24564,26394,31.4
5125,Saline County,,AR,7042,111810,118852,9.6
5127,Scott County,,AR,840,11339,12179,19.9
5129,Searcy County,,AR,579,7785,8364,24.2
5131,Sebastian County,,AR,9443,131086,140529,17.3
5133,Sevier County,,AR,979,16222,17201,22.3
5135,Sharp County,,AR,1419,17224,18643,19.7
5137,Stone County,,AR,734,11937,12671,19.4
5139,Union County,,AR,2473,47921,50394,19.8
5141,Van Buren County,,AR,1239,16601,17840,18.3
5143,Washington County,,AR,16178,197214,213392,15.0
5145,White County,,AR,4858,77064,81922,16.7
5147,Woodruff County,,AR,571,7558,8129,27.1
5149,Yell County,,AR,1766,22026,23792,17.6
6001,Alameda County,,CA,102648,1635126,1737774,10.4
6003,Alpine County,,CA,143,1037,1180,15.7
6005,Amador County,,CA,2304,38881,41185,9.8
6007,Butte County,,CA,11876,214857,226733,20.7
6009,Calaveras County,,CA,3112,47440,50552,11.5
6011,Colusa County,,CA,1476,27212,28688,13.5
6013,Contra Costa County,,CA,61341,1151408,1212749,9.4
6015,Del Norte County,,CA,1527,24348,25875,23.6
6017,El Dorado County,,CA,12529,196315,208844,7.8
6019,Fresno County,,CA,33525,951290,984815,22.1
6021,Glenn County,,CA,1917,30779,32696,16.9
6023,Humboldt County,,CA,7099,129559,136658,19.8
6025,Imperial County,,CA,8314,207978,216292,21.5
6027,Inyo County,,CA,1236,20042,21278,11.6
6029,Kern County,,CA,35218,820575,855793,20.5
6031,Kings County,,CA,10732,138130,148862,17.9
6033,Lake County,,CA,3697,59816,63513,17.9
6035,Lassen County,,CA,2005,26345,28350,20.7
6037,Los Angeles County,,CA,368527,10532053,10900580,15.3
6039,Madera County,,CA,8449,141548,149997,18.2
6041,Marin County,,CA,14890,250193,265083,7.1
6043,Mariposa County,,CA,1545,18220,19765,13.5
6045,Mendocino County,,CA,4245,91664,95909,17.7
6047,Merced County,,CA,16897,256931,273828,21.5
6049,Modoc County,,CA,576,8855,9431,17.4
6051,Mono County,,CA,1497,13117,14614,9.6
6053,Monterey County,,CA,27340,462263,489603,12.7
6055,Napa County,,CA,8546,151577,160123,9.0
6057,Nevada County,,CA,6395,106948,113343,9.2
6059,Orange County,,CA,155659,3354199,3509858,9.9
6061,Placer County,,CA,26487,371378,397865,6.7
6063,Plumas County,,CA,1654,22044,23698,12.0
6065,Riverside County,,CA,137145,2183084,2320229,12.6
6067,Sacramento County,,CA,80887,1529032,1609919,13.3
6069,San Benito County,,CA,4431,61725,66156,10.4
6071,San Bernardino County,,CA,148595,2119858,2268453,14.7
6073,San Diego County,,CA,174615,3407490,3582105,12.6
6075,San Francisco County,,CA,70028,846300,916328,11.2
6077,San Joaquin County,,CA,40355,719514,759869,16.5
6079,San Luis Obispo County,,CA,14990,273340,288330,12.1
6081,San Mateo County,,CA,51675,800581,852256,6.5
6083,Santa Barbara County,,CA,23453,433056,456509,12.7
6085,Santa Clara County,,CA,96208,2032646,2128854,7.6
6087,Santa Cruz County,,CA,14371,282419,296790,13.3
6089,Shasta County,,CA,9348,185360,194708,17.7
6091,Sierra County,,CA,298,3211,3509,12.7
6093,Siskiyou County,,CA,2573,46348,48921,16.4
6095,Solano County,,CA,31729,455580,487309,9.0
6097,Sonoma County,,CA,21097,531974,553071,10.4
6099,Stanislaus County,,CA,29765,549142,578907,14.4
6101,Sutter County,,CA,8117,99361,107478,15.5
6103,Tehama County,,CA,4001,62406,66407,16.5
6105,Trinity County,,CA,848,11449,12297,19.9
6107,Tulare County,,CA,16497,447334,463831,21.5
6109,Tuolumne County,,CA,3302,57321,60623,12.5
6111,Ventura County,,CA,41996,943941,985937,8.7
6113,Yolo County,,CA,17239,195815,213054,14.6
6115,Yuba County,,CA,9842,69463,79305,16.6
8001,Adams County,,CO,45997,466546,512543,12.0
8003,Alamosa County,,CO,1561,14812,16373,21.4
8005,Arapahoe County,,CO,65169,608120,673289,9.8
8007,Archuleta County,,CO,1193,11942,13135,11.3
8009,Baca County,,CO,281,4017,4298,17.7
8011,Bent County,,CO,314,4409,4723,29.4
8013,Boulder County,,CO,26683,305211,331894,10.3
8014,Broomfield County,,CO,13407,100850,114257,5.0
8015,Chaffee County,,CO,1395,17835,19230,11.9
8017,Cheyenne County,,CO,160,2106,2266,12.0
8019,Clear Creek County,,CO,1114,9540,10654,7.4
8021,Conejos County,,CO,603,8071,8674,21.2
8023,Costilla County,,CO,273,3118,3391,24.8
8025,Crowley County,,CO,340,2927,3267,46.2
8027,Custer County,,CO,340,4035,4375,11.8
8029,Delta County,,CO,2022,32345,34367,12.1
8031,Denver County,,CO,78599,591065,669664,18.0
8033,Dolores County,,CO,156,2134,2290,11.8
8035,Douglas County,,CO,27417,305712,333129,3.1
8037,Eagle County,,CO,5632,51485,57117,6.8
8039,Elbert County,,CO,1860,23657,25517,5.5
8041,El Paso County,,CO,53379,663882,717261,10.6
8043,Fremont County,,CO,2908,42150,45058,14.7
8045,Garfield County,,CO,5695,55660,61355,7.4
8047,Gilpin County,,CO,480,4145,4625,6.2
8049,Grand County,,CO,1634,14108,15742,6.9
8051,Gunnison County,,CO,1606,14318,15924,12.0
8053,Hinsdale County,,CO,82,831,913,7.3
8055,Huerfano County,,CO,676,6523,7199,23.8
8057,Jackson County,,CO,155,1462,1617,15.6
8059,Jefferson County,,CO,49010,560646,609656,7.6
8061,Kiowa County,,CO,145,1526,1671,12.2
8063,Kit Carson County,,CO,542,8295,8837,14.5
8065,Lake County,,CO,881,6886,7767,12.7
8067,La Plata County,,CO,4191,50473,54664,10.9
8069,Larimer County,,CO,23347,320041,343388,11.6
8071,Las Animas County,,CO,1117,15868,16985,16.8
8073,Lincoln County,,CO,417,4963,5380,16.8
8075,Logan County,,CO,1331,20960,22291,13.4
8077,Mesa County,,CO,9298,158670,167968,10.6
8079,Mineral County,,CO,94,875,969,10.4
8081,Moffat County,,CO,1362,14918,16280,9.5
8083,Montezuma County,,CO,1824,25608,27432,16.3
8085,Montrose County,,CO,2690,43456,46146,11.9
8087,Morgan County,,CO,2201,30380,32581,12.7
8089,Otero County,,CO,1292,19784,21076,22.2
8091,Ouray County,,CO,500,4250,4750,7.6
8093,Park County,,CO,1689,15188,16877,8.2
8095,Phillips County,,CO,373,4716,5089,11.9
8097,Pitkin County,,CO,1742,15228,16970,5.0
8099,Prowers County,,CO,950,13079,14029,19.1
8101,Pueblo County,,CO,7803,169078,176881,16.8
8103,Rio Blanco County,,CO,764,6763,7527,8.1
8105,Rio Grande County,,CO,1277,14983,16260,15.4
8107,Routt County,,CO,2388,23348,25736,5.8
8109,Saguache County,,CO,340,3625,3965,29.9
8111,San Juan County,,CO,91,595,686,12.4
8113,San Miguel County,,CO,913,6591,7504,8.2
8115,Sedgwick County,,CO,222,2575,2797,11.8
8117,Summit County,,CO,4060,29636,33696,6.8
8119,Teller County,,CO,2429,25274,27703,7.3
8121,Washington County,,CO,384,4741,5125,12.4
8123,Weld County,,CO,20087,263026,283113,12.0
8125,Yuma County,,CO,746,10555,11301,12.7
9001,Fairfield County,,CT,41826,994523,1036349,8.2
9003,Hartford County,,CT,41768,1063133,1104901,10.4
9005,Litchfield County,,CT,9877,228914,238791,5.6
9007,Middlesex County,,CT,10730,197243,207973,5.5
9009,New Haven County,,CT,41224,985211,1026435,11.0
9011,New London County,,CT,18378,322866,341244,6.9
9013,Tolland County,,CT,10230,166445,176675,6.8
9015,Windham County,,CT,7060,135795,142855,11.7
10001,Kent County,,DE,10313,180320,190633,10.7
10003,New Castle County,,DE,26602,625755,652357,9.6
10005,Sussex County,,DE,9029,214023,223052,12.0
11001,District of Columbia,,DC,58001,575642,633643,16.9
12001,Alachua County,,FL,22250,231611,253861,20.0
12003,Baker County,,FL,1700,26882,28582,15.3
12005,Bay County,,FL,15284,183899,199183,11.9
12007,Bradford County,,FL,1980,25229,27209,19.3
12009,Brevard County,,FL,33113,617994,651107,10.7
12011,Broward County,,FL,121299,1915575,2036874,12.0
12013,Calhoun County,,FL,923,12289,13212,20.9
12015,Charlotte County,,FL,13442,166724,180166,10.3
12017,Citrus County,,FL,9485,151401,160886,15.8
12019,Clay County,,FL,20890,214450,235340,8.3
12021,Collier County,,FL,23567,341377,364944,10.2
12023,Columbia County,,FL,4906,65465,70371,18.0
12027,DeSoto County,,FL,2185,28473,30658,22.4
12029,Dixie County,,FL,1074,13003,14077,22.8
12031,Duval County,,FL,69199,973599,1042798,12.1
12033,Escambia County,,FL,27190,318206,345396,16.0
12035,Flagler County,,FL,8807,102331,111138,9.8
12037,Franklin County,,FL,712,9719,10431,23.1
12039,Gadsden County,,FL,3451,50186,53637,26.6
12041,Gilchrist County,,FL,1565,15135,16700,16.8
12043,Glades County,,FL,989,8633,9622,21.8
12045,Gulf County,,FL,1110,13231,14341,21.2
12047,Hamilton County,,FL,943,12156,13099,29.3
12049,Hardee County,,FL,1972,25158,27130,23.1
12051,Hendry County,,FL,3544,36728,40272,23.8
12053,Hernando County,,FL,13650,180852,194502,12.4
12055,Highlands County,,FL,6304,97943,104247,16.7
12057,Hillsborough County,,FL,90764,1309952,1400716,13.9
12059,Holmes County,,FL,1501,18137,19638,21.0
12061,Indian River County,,FL,9462,150685,160147,12.4
12063,Jackson County,,FL,2967,47092,50059,19.0
12065,Jefferson County,,FL,1086,14212,15298,18.5
12067,Lafayette County,,FL,371,6108,6479,25.6
12069,Lake County,,FL,25549,321813,347362,10.3
12071,Lee County,,FL,47948,647577,695525,10.6
12073,Leon County,,FL,23972,261046,285018,18.6
12075,Levy County,,FL,3361,40098,43459,17.8
12077,Liberty County,,FL,525,6686,7211,21.5
12079,Madison County,,FL,1077,18396,19473,23.6
12081,Manatee County,,FL,24170,338371,362541,12.2
12083,Marion County,,FL,21510,355561,377071,16.0
12085,Martin County,,FL,11433,150412,161845,10.4
12086,Miami-Dade County,,FL,119866,2685923,2805789,16.5
12087,Monroe County,,FL,8902,78808,87710,10.4
12089,Nassau County,,FL,5913,81310,87223,8.9
12091,Okaloosa County,,FL,23365,209742,233107,8.7
12093,Okeechobee County,,FL,2835,37417,40252,20.8
12095,Orange County,,FL,113618,1210804,1324422,13.7
12097,Osceola County,,FL,36359,283555,319914,11.9
12099,Palm Beach County,,FL,73987,1387864,1461851,11.7
12101,Pasco County,,FL,39140,484953,524093,13.2
12103,Pinellas County,,FL,58761,1001505,1060266,10.9
12105,Polk County,,FL,42793,637653,680446,15.3
12107,Putnam County,,FL,5140,74083,79223,23.1
12109,St. Johns County,,FL,15340,196487,211827,7.9
12111,St. Lucie County,,FL,23524,295533,319057,12.9
12113,Santa Rosa County,,FL,15987,157256,173243,10.6
12115,Sarasota County,,FL,28611,408468,437079,9.9
12117,Seminole County,,FL,46548,456336,502884,9.3
12119,Sumter County,,FL,4839,86146,90985,13.2
12121,Suwannee County,,FL,3010,39445,42455,19.9
12123,Taylor County,,FL,1145,20983,22128,22.9
12125,Union County,,FL,998,11437,12435,23.6
12127,Volusia County,,FL,35741,539654,575395,12.9
12129,Wakulla County,,FL,2283,29549,31832,13.0
12131,Walton County,,FL,4997,50675,55672,14.9
12133,Washington County,,FL,2095,22502,24597,23.2
13001,Appling County,,GA,983,18508,19491,20.3
13003,Atkinson County,,GA,631,8449,9080,24.6
13005,Bacon County,,GA,613,10637,11250,19.3
13007,Baker County,,GA,293,3365,3658,26.0
13009,Baldwin County,,GA,2797,43356,46153,23.5
13011,Banks County,,GA,1738,18091,19829,15.3
13013,Barrow County,,GA,6093,73883,79976,11.3
13015,Bartow County,,GA,7996,108770,116766,12.6
13017,Ben Hill County,,GA,1362,18315,19677,23.2
13019,Berrien County,,GA,1622,17653,19275,21.9
13021,Bibb County,,GA,10602,165345,175947,22.1
13023,Bleckley County,,GA,730,12676,13406,19.5
13025,Brantley County,,GA,1216,16299,17515,17.6
13027,Brooks County,,GA,1482,16192,17674,22.0
13029,Bryan County,,GA,4300,33589,37889,10.2
13031,Bulloch County,,GA,4924,55928,60852,23.1
13033,Burke County,,GA,1687,25649,27336,28.1
13035,Butts County,,GA,2117,23539,25656,15.6
13037,Calhoun County,,GA,368,5450,5818,33.4
13039,Camden County,,GA,7064,52145,59209,12.3
13043,Candler County,,GA,809,10194,11003,23.7
13045,Carroll County,,GA,8967,114268,123235,15.9
13047,Catoosa County,,GA,5222,65814,71036,11.4
13049,Charlton County,,GA,819,9446,10265,21.5
13051,Chatham County,,GA,21626,262847,284473,17.0
13053,Chattahoochee County,,GA,3769,6740,10509,19.7
13055,Chattooga County,,GA,1384,26089,27473,17.9
13057,Cherokee County,,GA,15995,228883,244878,6.7
13059,Clarke County,,GA,12578,94831,107409,30.8
13061,Clay County,,GA,207,3136,3343,31.1
13063,Clayton County,,GA,41226,278030,319256,14.7
13065,Clinch County,,GA,380,6760,7140,24.8
13067,Cobb County,,GA,71001,753097,824098,9.1
13069,Coffee County,,GA,2279,40674,42953,21.4
13071,Colquitt County,,GA,2243,44306,46549,22.6
13073,Columbia County,,GA,11239,129528,140767,6.6
13075,Cook County,,GA,1308,16919,18227,20.8
13077,Coweta County,,GA,9389,138108,147497,9.6
13079,Crawford County,,GA,1196,13105,14301,17.8
13081,Crisp County,,GA,1476,22277,23753,27.7
13083,Dade County,,GA,1144,16346,17490,14.5
13085,Dawson County,,GA,2009,21893,23902,10.7
13087,Decatur County,,GA,1672,29153,30825,25.1
13089,DeKalb County,,GA,87934,696335,784269,15.6
13091,Dodge County,,GA,1096,19605,20701,22.6
13093,Dooly County,,GA,829,10793,11622,27.2
13095,Dougherty County,,GA,7758,97257,105015,25.3
13097,Douglas County,,GA,16228,136795,153023,9.9
13099,Early County,,GA,655,11725,12380,25.9
13101,Echols County,,GA,206,3186,3392,26.7
13103,Effingham County,,GA,4252,55982,60234,10.1
13105,Elbert County,,GA,1230,23266,24496,18.6
13107,Emanuel County,,GA,1532,23891,25423,26.2
13109,Evans County,,GA,890,11046,11936,24.8
13111,Fannin County,,GA,1349,23765,25114,15.2
13113,Fayette County,,GA,9426,119008,128434,4.7
13115,Floyd County,,GA,5170,101934,107104,18.4
13117,Forsyth County,,GA,11777,182114,193891,5.0
13119,Franklin County,,GA,1834,24474,26308,18.8
13121,Fulton County,,GA,107644,869068,976712,14.9
13123,Gilmer County,,GA,2019,28841,30860,17.1
13125,Glascock County,,GA,183,2983,3166,16.8
13127,Glynn County,,GA,5782,82704,88486,17.0
13129,Gordon County,,GA,3868,61910,65778,13.0
13131,Grady County,,GA,1577,24896,26473,22.4
13133,Greene County,,GA,1078,17109,18187,19.0
13135,Gwinnett County,,GA,69928,861106,931034,9.6
13137,Habersham County,,GA,2798,44816,47614,13.5
13139,Hall County,,GA,12901,196155,209056,14.2
13141,Hancock County,,GA,563,9245,9808,31.4
13143,Haralson County,,GA,2246,29697,31943,19.2
13145,Harris County,,GA,2444,33308,35752,8.7
13147,Hart County,,GA,1566,26744,28310,16.6
13149,Heard County,,GA,1056,10987,12043,16.7
13151,Henry County,,GA,20691,214507,235198,8.1
13153,Houston County,,GA,12689,154552,167241,11.4
13155,Irwin County,,GA,866,9193,10059,22.3
13157,Jackson County,,GA,5361,63722,69083,12.1
13159,Jasper County,,GA,1189,14989,16178,15.4
13161,Jeff Davis County,,GA,911,14428,15339,19.1
13163,Jefferson County,,GA,989,20112,21101,22.9
13165,Jenkins County,,GA,561,8438,8999,26.8
13167,Johnson County,,GA,524,8391,8915,28.2
13169,Jones County,,GA,2221,30570,32791,12.1
13171,Lamar County,,GA,1389,17464,18853,15.5
13173,Lanier County,,GA,1032,7858,8890,21.4
13175,Laurens County,,GA,2525,54314,56839,21.0
13177,Lee County,,GA,3210,31950,35160,10.1
13179,Liberty County,,GA,14015,61188,75203,15.4
13181,Lincoln County,,GA,525,8686,9211,18.4
13183,Long County,,GA,1568,9179,10747,23.2
13185,Lowndes County,,GA,9621,102824,112445,19.6
13187,Lumpkin County,,GA,2597,26917,29514,15.1
13189,McDuffie County,,GA,1430,25005,26435,17.8
13191,McIntosh County,,GA,907,11933,12840,18.8
13193,Macon County,,GA,839,12901,13740,26.5
13195,Madison County,,GA,2246,30203,32449,16.3
13197,Marion County,,GA,562,7257,7819,24.1
13199,Meriwether County,,GA,2037,24126,26163,18.7
13201,Miller County,,GA,452,5812,6264,25.7
13205,Mitchell County,,GA,1503,22888,24391,27.3
13207,Monroe County,,GA,2076,26988,29064,13.7
13209,Montgomery County,,GA,705,8233,8938,23.0
13211,Morgan County,,GA,1246,20316,21562,13.5
13213,Murray County,,GA,3414,42841,46255,13.7
13215,Muscogee County,,GA,20872,202178,223050,18.3
13217,Newton County,,GA,9994,103381,113375,11.7
13219,Oconee County,,GA,2548,35040,37588,6.9
13221,Oglethorpe County,,GA,1120,14853,15973,14.2
13223,Paulding County,,GA,12042,148452,160494,7.7
13225,Peach County,,GA,2669,27074,29743,20.6
13227,Pickens County,,GA,2320,32355,34675,12.1
13229,Pierce County,,GA,1341,18980,20321,17.6
13231,Pike County,,GA,1482,19148,20630,10.6
13233,Polk County,,GA,2662,43653,46315,16.4
13235,Pulaski County,,GA,629,9759,10388,20.2
13237,Putnam County,,GA,1681,22648,24329,15.8
13239,Quitman County,,GA,225,2319,2544,23.1
13241,Rabun County,,GA,1051,17306,18357,18.2
13243,Randolph County,,GA,411,7681,8092,27.2
13245,Richmond County,,GA,20860,205524,226384,23.8
13247,Rockdale County,,GA,10647,86355,97002,12.8
13249,Schley County,,GA,366,4542,4908,17.7
13251,Screven County,,GA,880,15340,16220,21.9
13253,Seminole County,,GA,675,9189,9864,23.1
13255,Spalding County,,GA,5516,67124,72640,17.9
13257,Stephens County,,GA,1915,28457,30372,17.8
13259,Stewart County,,GA,322,4776,5098,27.1
13261,Sumter County,,GA,2131,32290,34421,28.7
13263,Talbot County,,GA,579,7063,7642,22.4
13265,Taliaferro County,,GA,131,1770,1901,26.6
13267,Tattnall County,,GA,1410,19876,21286,24.5
13269,Taylor County,,GA,587,9044,9631,25.8
13271,Telfair County,,GA,777,10880,11657,33.0
13273,Terrell County,,GA,699,10929,11628,28.9
13275,Thomas County,,GA,3041,47703,50744,20.7
13277,Tift County,,GA,2967,41618,44585,21.3
13279,Toombs County,,GA,2115,27638,29753,24.2
13281,Towns County,,GA,666,11041,11707,14.0
13283,Treutlen County,,GA,350,6243,6593,28.7
13285,Troup County,,GA,4070,71044,75114,17.9
13287,Turner County,,GA,650,9821,10471,28.6
13289,Twiggs County,,GA,842,10379,11221,21.1
13291,Union County,,GA,1239,22205,23444,13.8
