Source,Target,Type,id,label,timeset,weight
27053,27037,Directed,42708,,,10307
27053,27003,Directed,42709,,,10297
24033,11001,Directed,47896,,,10297
36103,36059,Directed,30154,,,10263
6085,6077,Directed,76477,,,10113
42101,42017,Directed,20833,,,10112
17043,17197,Directed,56513,,,10077
36059,36081,Directed,28451,,,9971
6059,6073,Directed,74158,,,9952
36005,36119,Directed,27043,,,9940
40109,40027,Directed,23239,,,9939
6085,6081,Directed,76476,,,9911
41067,41051,Directed,22466,,,9906
48201,48167,Directed,11186,,,9902
8059,8001,Directed,71474,,,9814
8005,8035,Directed,70341,,,9791
25017,25021,Directed,48931,,,9777
12103,12057,Directed,67751,,,9652
39061,39017,Directed,25225,,,9617
9001,9009,Directed,69358,,,9523
6081,6075,Directed,76208,,,9397
17031,18089,Directed,55877,,,9273
48339,48201,Directed,12592,,,9253
55133,55079,Directed,2247,,,9099
48201,48039,Directed,11187,,,9072
25021,25017,Directed,49221,,,9069
34013,34039,Directed,32747,,,9026
22051,22071,Directed,50300,,,8991
6073,6059,Directed,75328,,,8948
6081,6085,Directed,76210,,,8900
25021,25023,Directed,49222,,,8864
12057,12101,Directed,65761,,,8756
8001,8031,Directed,70217,,,8741
13135,13089,Directed,62434,,,8715
34025,34029,Directed,33433,,,8629
25021,25025,Directed,49220,,,8573
6075,6013,Directed,75881,,,8524
12057,12103,Directed,65760,,,8432
42091,42017,Directed,20535,,,8399
42017,42091,Directed,18963,,,8325
51710,51810,Directed,7044,,,8300
17031,17111,Directed,55878,,,8291
6061,6067,Directed,74515,,,8215
34017,34003,Directed,32940,,,8214
48167,48201,Directed,10937,,,8199
4013,4021,Directed,77773,,,8197
36081,36005,Directed,29448,,,7981
12095,12097,Directed,66964,,,7939
11001,24031,Directed,69172,,,7907
12103,12101,Directed,67752,,,7844
40027,40109,Directed,22751,,,7746
39049,39045,Directed,24790,,,7714
31055,31153,Directed,34861,,,7692
27037,27053,Directed,42504,,,7665
27123,27163,Directed,43383,,,7662
8001,8059,Directed,70218,,,7662
45079,45063,Directed,17875,,,7646
25009,25017,Directed,48583,,,7635
6085,6067,Directed,76478,,,7595
34003,34031,Directed,32249,,,7587
6037,4013,Directed,73145,,,7554
12031,12019,Directed,65178,,,7518
6071,6059,Directed,75058,,,7503
51059,51013,Directed,5018,,,7492
1073,1117,Directed,80277,,,7481
18097,18063,Directed,54665,,,7474
6065,6073,Directed,74606,,,7452
4019,4013,Directed,78468,,,7431
51810,51710,Directed,7388,,,7395
29095,20091,Directed,40985,,,7269
17197,17031,Directed,58216,,,7257
27003,27053,Directed,42235,,,7239
39061,39025,Directed,25226,,,7231
13121,13135,Directed,62073,,,7217
39041,39049,Directed,24648,,,7156
51760,51087,Directed,7246,,,7148
12097,12095,Directed,67271,,,7133
36047,36005,Directed,27941,,,7031
48439,48251,Directed,13295,,,7026
34007,34005,Directed,32572,,,7025
48201,48453,Directed,11188,,,6998
34023,34035,Directed,33256,,,6996
36061,36119,Directed,28660,,,6972
6085,6013,Directed,76480,,,6947
42091,42101,Directed,20536,,,6910
13063,13151,Directed,61055,,,6909
34031,34003,Directed,33863,,,6902
39017,39061,Directed,24084,,,6895
48439,48121,Directed,13294,,,6797
13135,13121,Directed,62435,,,6777
12095,12069,Directed,66965,,,6748
45063,45079,Directed,17699,,,6740
26163,26161,Directed,46157,,,6733
47157,28033,Directed,15875,,,6725
51059,51510,Directed,5019,,,6702
48121,48085,Directed,10278,,,6674
6085,6099,Directed,76481,,,6659
8001,8005,Directed,70219,,,6649
29189,29099,Directed,41741,,,6633
24033,24003,Directed,47897,,,6612
47037,47149,Directed,14751,,,6593
8059,8005,Directed,71475,,,6559
18097,18081,Directed,54666,,,6523
8005,8059,Directed,70342,,,6445
13067,13057,Directed,61154,,,6425
12019,12031,Directed,64687,,,6394
34039,34023,Directed,34144,,,6392
39035,39093,Directed,24355,,,6370
27123,27003,Directed,43384,,,6358
25025,25009,Directed,49487,,,6352
26099,26163,Directed,45093,,,6346
36047,36059,Directed,27942,,,6337
6001,6075,Directed,72106,,,6317
6037,6085,Directed,73146,,,6273
34023,34025,Directed,33257,,,6231
51153,51059,Directed,6006,,,6202
24005,24025,Directed,47078,,,6189
36005,36081,Directed,27044,,,6183
20091,29095,Directed,52935,,,6157
48085,48121,Directed,9523,,,6154
34007,34015,Directed,32573,,,6148
39035,39153,Directed,24354,,,6143
48453,48209,Directed,13843,,,6142
44007,44003,Directed,18294,,,6135
6037,6029,Directed,73148,,,6093
51087,51760,Directed,5492,,,6075
42045,42029,Directed,19688,,,6075
25009,33015,Directed,48584,,,6060
13063,13121,Directed,61056,,,6055
49035,49049,Directed,7868,,,6038
6013,6095,Directed,72457,,,6015
31153,31055,Directed,35324,,,5994
39113,39057,Directed,26031,,,5976
27123,27037,Directed,43385,,,5974
25027,25017,Directed,49682,,,5909
13089,13067,Directed,61570,,,5899
17089,17043,Directed,56999,,,5894
37119,37179,Directed,37331,,,5883
39057,39113,Directed,25150,,,5881
51810,51550,Directed,7389,,,5875
41051,53011,Directed,22164,,,5864
49049,49035,Directed,8186,,,5833
25017,33011,Directed,48932,,,5821
34005,34007,Directed,32429,,,5814
6081,6013,Directed,76211,,,5772
8005,8001,Directed,70343,,,5764
42095,42077,Directed,20731,,,5763
49035,49011,Directed,7869,,,5758
36005,36047,Directed,27045,,,5758
6001,6067,Directed,72107,,,5707
26161,26163,Directed,45999,,,5688
42077,42095,Directed,20215,,,5670
6037,6001,Directed,73147,,,5647
48439,48367,Directed,13296,,,5645
45019,45015,Directed,17025,,,5639
17089,17031,Directed,57000,,,5627
24031,11001,Directed,47641,,,5620
29183,29189,Directed,41627,,,5600
36059,36061,Directed,28452,,,5551
49011,49057,Directed,7732,,,5533
39035,39085,Directed,24356,,,5525
48039,48201,Directed,9162,,,5523
42091,42029,Directed,20537,,,5510
34039,34013,Directed,34145,,,5505
39025,39061,Directed,24237,,,5490
48201,48113,Directed,11189,,,5487
13067,13223,Directed,61156,,,5485
37119,37025,Directed,37332,,,5470
41067,41005,Directed,22467,,,5451
48113,48139,Directed,9837,,,5440
24031,24021,Directed,47642,,,5436
51760,51041,Directed,7247,,,5380
12115,12081,Directed,68406,,,5378
49057,49011,Directed,8344,,,5377
48375,48381,Directed,12979,,,5370
41005,41067,Directed,21465,,,5354
26081,26139,Directed,44828,,,5333
36119,36005,Directed,30606,,,5332
18057,18097,Directed,54172,,,5324
25023,25021,Directed,49381,,,5322
51650,51700,Directed,6773,,,5308
9009,9001,Directed,69874,,,5286
36061,34017,Directed,28661,,,5275
4021,4013,Directed,78733,,,5273
4013,4019,Directed,77774,,,5263
42003,42129,Directed,18474,,,5253
32003,6037,Directed,30829,,,5221
13067,13089,Directed,61155,,,5218
34035,34023,Directed,33986,,,5213
34017,34013,Directed,32941,,,5206
42017,42101,Directed,18964,,,5147
42045,42101,Directed,19689,,,5101
9003,9013,Directed,69587,,,5074
16001,16027,Directed,58407,,,5047
29095,29047,Directed,40986,,,5044
39035,39103,Directed,24357,,,5027
13089,13063,Directed,61571,,,5016
34015,34007,Directed,32889,,,5011
51700,51650,Directed,6928,,,4997
12031,12109,Directed,65179,,,4991
18081,18097,Directed,54420,,,4980
42029,42091,Directed,19315,,,4947
48121,48439,Directed,10279,,,4942
48113,48201,Directed,9836,,,4925
12086,12099,Directed,64866,,,4921
6071,6073,Directed,75059,,,4907
25023,25005,Directed,49382,,,4903
47037,47187,Directed,14752,,,4899
24033,24017,Directed,47898,,,4897
53061,53029,Directed,3692,,,4882
37183,37101,Directed,38384,,,4870
21117,21015,Directed,52093,,,4870
17031,4013,Directed,55880,,,4858
4013,4025,Directed,77776,,,4849
22017,22015,Directed,49953,,,4842
18089,18127,Directed,54494,,,4833
36119,36061,Directed,30605,,,4828
6085,6075,Directed,76479,,,4812
34003,34017,Directed,32250,,,4807
25021,25005,Directed,49223,,,4803
26065,26045,Directed,44520,,,4802
6113,6067,Directed,77530,,,4786
44003,44007,Directed,18206,,,4766
48027,48099,Directed,8537,,,4761
39045,39049,Directed,24751,,,4749
12081,12115,Directed,66518,,,4739
29099,29189,Directed,41209,,,4721
48251,48439,Directed,12104,,,4714
49011,49035,Directed,7733,,,4697
6001,6081,Directed,72108,,,4695
8031,8035,Directed,70766,,,4694
4013,6037,Directed,77775,,,4680
24031,51059,Directed,47643,,,4667
1117,1073,Directed,81016,,,4656
12117,12127,Directed,68542,,,4643
34029,34025,Directed,33750,,,4636
6077,6099,Directed,76054,,,4620
18089,17031,Directed,54493,,,4615
45015,45019,Directed,16954,,,4608
51550,51810,Directed,6630,,,4584
48381,48375,Directed,13041,,,4579
48113,48257,Directed,9839,,,4568
27163,27123,Directed,43793,,,4555
6001,6099,Directed,72110,,,4553
23005,23031,Directed,46509,,,4539
8035,8005,Directed,70964,,,4524
26125,26049,Directed,45429,,,4518
36029,36063,Directed,27557,,,4517
26125,26093,Directed,45430,,,4488
34023,34039,Directed,33258,,,4485
27037,27123,Directed,42505,,,4484
24005,24027,Directed,47079,,,4471
35001,35043,Directed,31501,,,4459
36119,9001,Directed,30607,,,4448
22015,22017,Directed,49911,,,4425
27053,27139,Directed,42710,,,4419
33015,33011,Directed,34574,,,4409
36103,36081,Directed,30155,,,4396
9009,9003,Directed,69875,,,4372
36061,34003,Directed,28663,,,4363
12101,12057,Directed,67641,,,4360
25025,25023,Directed,49488,,,4339
26139,26081,Directed,45767,,,4321
42129,42003,Directed,21229,,,4320
26099,26147,Directed,45094,,,4308
42101,34007,Directed,20834,,,4302
34013,34027,Directed,32748,,,4300
39093,39035,Directed,25669,,,4292
6085,6037,Directed,76482,,,4288
36063,36029,Directed,28914,,,4285
6073,32003,Directed,75329,,,4285
17031,6037,Directed,55879,,,4274
36047,36103,Directed,27943,,,4273
13121,13117,Directed,62074,,,4269
6075,6041,Directed,75883,,,4267
48029,48453,Directed,8757,,,4263
36061,6037,Directed,28662,,,4254
42003,42125,Directed,18475,,,4223
13245,13073,Directed,63441,,,4208
48453,48201,Directed,13844,,,4191
24005,24003,Directed,47080,,,4185
34023,34021,Directed,33259,,,4178
47037,47165,Directed,14753,,,4174
39095,39173,Directed,25731,,,4173
40109,40017,Directed,23240,,,4172
8013,8001,Directed,70554,,,4167
9013,9003,Directed,70164,,,4160
6001,6037,Directed,72109,,,4143
20209,20091,Directed,53658,,,4124
4013,6073,Directed,77777,,,4116
21111,21029,Directed,51872,,,4115
24003,24005,Directed,46874,,,4101
29095,29037,Directed,40987,,,4099
37063,37183,Directed,36572,,,4094
6029,6037,Directed,72932,,,4093
26045,26065,Directed,44241,,,4069
18063,18097,Directed,54289,,,4060
6067,6113,Directed,74821,,,4060
6073,4013,Directed,75330,,,4051
34023,34029,Directed,33260,,,4028
29077,29043,Directed,40831,,,4027
8059,8035,Directed,71476,,,4021
8069,8123,Directed,71678,,,4020
26163,26093,Directed,46158,,,4014
34025,34023,Directed,33434,,,4011
33011,33013,Directed,34409,,,4004
6037,6075,Directed,73149,,,3997
33011,33015,Directed,34408,,,3987
6075,6037,Directed,75882,,,3986
28049,28121,Directed,39566,,,3982
22033,22063,Directed,50096,,,3973
51013,51510,Directed,4587,,,3961
51041,51760,Directed,4845,,,3929
48367,48439,Directed,12910,,,3929
24003,24033,Directed,46875,,,3913
42045,42091,Directed,19690,,,3906
39085,39035,Directed,25575,,,3897
29047,29095,Directed,40637,,,3895
6085,6047,Directed,76486,,,3887
35043,35001,Directed,32000,,,3883
6073,6071,Directed,75331,,,3883
39153,39035,Directed,26537,,,3880
12021,12071,Directed,64743,,,3879
27003,27123,Directed,42236,,,3875
6085,6073,Directed,76484,,,3872
47125,21047,Directed,15614,,,3865
47037,47189,Directed,14754,,,3860
53053,53067,Directed,3411,,,3858
12033,12113,Directed,65457,,,3858
36001,36083,Directed,26911,,,3852
29165,29047,Directed,41518,,,3851
6085,6087,Directed,76483,,,3845
21015,21117,Directed,51227,,,3844
6083,6111,Directed,76363,,,3835
34017,36061,Directed,32942,,,3826
6085,6061,Directed,76485,,,3821
48099,48027,Directed,9776,,,3813
27053,27019,Directed,42711,,,3810
6059,32003,Directed,74160,,,3810
36061,36059,Directed,28664,,,3803
53033,53035,Directed,2845,,,3799
48439,48085,Directed,13297,,,3784
51107,51059,Directed,5709,,,3781
40143,40131,Directed,23678,,,3781
39173,39095,Directed,26863,,,3781
27053,27171,Directed,42712,,,3779
36083,36001,Directed,29703,,,3741
34017,34023,Directed,32943,,,3732
39017,39165,Directed,24085,,,3728
47149,47037,Directed,15793,,,3709
36119,36079,Directed,30608,,,3704
6067,6017,Directed,74822,,,3704
48453,48021,Directed,13845,,,3695
6075,6085,Directed,75884,,,3689
12057,12105,Directed,65762,,,3684
48029,48201,Directed,8758,,,3653
24025,24005,Directed,47455,,,3632
12101,12103,Directed,67642,,,3625
24033,24027,Directed,47899,,,3619
39061,39165,Directed,25227,,,3615
22051,22103,Directed,50301,,,3610
6041,6097,Directed,73771,,,3599
24027,24005,Directed,47518,,,3592
29047,29165,Directed,40638,,,3586
6077,6067,Directed,76055,,,3586
39133,39153,Directed,26289,,,3585
5143,5007,Directed,79733,,,3579
39153,39133,Directed,26538,,,3578
25009,25025,Directed,48585,,,3559
39153,39151,Directed,26539,,,3556
34013,34017,Directed,32749,,,3555
34039,34035,Directed,34146,,,3547
45019,45035,Directed,17026,,,3545
39049,39089,Directed,24791,,,3540
6017,6067,Directed,72660,,,3538
25005,25023,Directed,48492,,,3523
9003,9007,Directed,69588,,,3516
48201,48029,Directed,11190,,,3515
24510,24003,Directed,48250,,,3503
17197,17043,Directed,58217,,,3499
48113,48453,Directed,9838,,,3490
51087,51041,Directed,5493,,,3486
53067,53053,Directed,3995,,,3477
11001,51059,Directed,69174,,,3477
51059,24031,Directed,5021,,,3468
6013,6075,Directed,72458,,,3458
24005,24013,Directed,47081,,,3457
34021,34005,Directed,33144,,,3453
42003,42019,Directed,18476,,,3452
40143,40037,Directed,23679,,,3452
34003,36061,Directed,32251,,,3439
27037,27139,Directed,42506,,,3439
47157,47047,Directed,15876,,,3432
4005,4013,Directed,77681,,,3430
25015,25013,Directed,48877,,,3410
8013,8123,Directed,70556,,,3410
17097,17111,Directed,57151,,,3409
42043,42041,Directed,19604,,,3402
9003,9009,Directed,69589,,,3401
25017,33015,Directed,48933,,,3395
6095,6013,Directed,76913,,,3390
6001,6095,Directed,72111,,,3387
6081,6067,Directed,76212,,,3387
34031,34027,Directed,33864,,,3382
8001,8013,Directed,70220,,,3380
13121,13057,Directed,62075,,,3371
12086,12095,Directed,64867,,,3366
6095,6055,Directed,76915,,,3356
6037,36061,Directed,73150,,,3349
4025,4013,Directed,78767,,,3344
13067,13097,Directed,61158,,,3342
6037,53033,Directed,73151,,,3337
36103,36061,Directed,30156,,,3317
51059,11001,Directed,5020,,,3283
40017,40109,Directed,22682,,,3281
55139,55087,Directed,2382,,,3270
25005,44007,Directed,48493,,,3268
16027,16001,Directed,58642,,,3267
6071,32003,Directed,75060,,,3263
51153,51179,Directed,6007,,,3260
37119,37071,Directed,37333,,,3254
13057,13067,Directed,60922,,,3235
12109,12031,Directed,68250,,,3235
21047,47125,Directed,51384,,,3233
11001,51013,Directed,69173,,,3233
42091,42045,Directed,20538,,,3229
48113,48397,Directed,9840,,,3222
25013,25015,Directed,48764,,,3220
51710,51550,Directed,7045,,,3217
48209,48453,Directed,11717,,,3207
48141,35013,Directed,10550,,,3185
6095,6067,Directed,76914,,,3184
5007,5143,Directed,78883,,,3182
45045,45007,Directed,17369,,,3174
6059,4013,Directed,74161,,,3172
26163,26115,Directed,46159,,,3168
36001,36091,Directed,26912,,,3166
28049,28089,Directed,39567,,,3161
4013,32003,Directed,77778,,,3161
39151,39153,Directed,26444,,,3159
42125,42003,Directed,21172,,,3155
6037,6067,Directed,73153,,,3151
8001,8123,Directed,70221,,,3150
37183,37063,Directed,38385,,,3148
48453,48029,Directed,13846,,,3146
9009,9007,Directed,69876,,,3146
53033,4013,Directed,2847,,,3144
13067,13135,Directed,61157,,,3142
12105,12057,Directed,68083,,,3140
17097,55059,Directed,57152,,,3139
17143,17179,Directed,57776,,,3134
36081,34003,Directed,29449,,,3132
51770,51161,Directed,7338,,,3127
6013,6067,Directed,72459,,,3127
40037,40143,Directed,22920,,,3117
12099,12085,Directed,67341,,,3117
9007,9003,Directed,69829,,,3111
34027,34037,Directed,33592,,,3109
49035,49045,Directed,7870,,,3108
24031,24027,Directed,47644,,,3103
36085,36047,Directed,29752,,,3097
32003,4013,Directed,30830,,,3094
17111,17031,Directed,57456,,,3093
51013,11001,Directed,4588,,,3089
55087,55139,Directed,1829,,,3085
53033,6037,Directed,2846,,,3081
51087,51085,Directed,5494,,,3081
35031,35045,Directed,31928,,,3081
36119,36027,Directed,30609,,,3078
40143,40145,Directed,23680,,,3066
6099,6077,Directed,77141,,,3063
20091,20209,Directed,52936,,,3059
6085,6053,Directed,76487,,,3057
12113,12033,Directed,68353,,,3055
53035,53033,Directed,3209,,,3054
24003,24027,Directed,46876,,,3053
35013,48141,Directed,31779,,,3039
17089,17111,Directed,57001,,,3030
51740,51550,Directed,7201,,,3028
13073,13245,Directed,61459,,,3009
6037,6013,Directed,73155,,,2998
41047,41053,Directed,22082,,,2988
37025,37119,Directed,35989,,,2980
33015,33017,Directed,34575,,,2979
28033,47157,Directed,39327,,,2973
18127,18089,Directed,55116,,,2960
53011,41051,Directed,2572,,,2956
34031,34013,Directed,33865,,,2953
48029,48187,Directed,8759,,,2952
36059,36047,Directed,28453,,,2946
13135,13067,Directed,62436,,,2945
48245,48201,Directed,12031,,,2936
8013,8031,Directed,70555,,,2935
47187,47037,Directed,16340,,,2934
9009,9005,Directed,69877,,,2933
24003,24510,Directed,46877,,,2932
48201,48071,Directed,11192,,,2927
29043,29077,Directed,40613,,,2920
48139,48113,Directed,10523,,,2913
51510,51013,Directed,6482,,,2912
12095,12127,Directed,66966,,,2907
48439,48201,Directed,13298,,,2906
6085,6069,Directed,76488,,,2893
26147,26099,Directed,45886,,,2888
17179,17143,Directed,58113,,,2887
18097,18059,Directed,54667,,,2885
39113,39165,Directed,26032,,,2869
48029,48091,Directed,8761,,,2861
13063,13089,Directed,61057,,,2861
5119,5125,Directed,79463,,,2857
51161,51770,Directed,6193,,,2847
34013,34023,Directed,32751,,,2844
25005,25021,Directed,48494,,,2839
21029,21111,Directed,51305,,,2837
42029,42045,Directed,19316,,,2836
6037,6083,Directed,73152,,,2836
42041,42043,Directed,19522,,,2833
34003,34013,Directed,32252,,,2833
48201,48439,Directed,11191,,,2827
17031,32003,Directed,55882,,,2827
24027,24003,Directed,47519,,,2826
4013,4005,Directed,77779,,,2825
6037,17031,Directed,73154,,,2824
51059,24033,Directed,5022,,,2815
39103,39035,Directed,25945,,,2813
34017,34039,Directed,32944,,,2811
13135,13117,Directed,62438,,,2805
12069,12095,Directed,66133,,,2804
36061,9001,Directed,28667,,,2803
36081,36119,Directed,29450,,,2793
35045,35031,Directed,32035,,,2792
37081,37057,Directed,36916,,,2791
48453,48113,Directed,13847,,,2786
37067,37057,Directed,36722,,,2786
45083,45045,Directed,18034,,,2783
17043,17093,Directed,56514,,,2781
36081,12011,Directed,29452,,,2774
55079,55131,Directed,1585,,,2773
6025,6065,Directed,72887,,,2773
6077,6001,Directed,76056,,,2773
36061,36103,Directed,28666,,,2768
37071,37119,Directed,36848,,,2763
55079,55089,Directed,1586,,,2762
12127,12117,Directed,68748,,,2756
8013,8069,Directed,70558,,,2752
39099,39155,Directed,25874,,,2751
26065,26037,Directed,44521,,,2751
42091,42011,Directed,20539,,,2746
46099,46083,Directed,16608,,,2740
45045,45083,Directed,17370,,,2738
51041,51087,Directed,4846,,,2737
28047,28059,Directed,39449,,,2731
17163,17119,Directed,57936,,,2731
39089,39049,Directed,25631,,,2727
36001,36093,Directed,26913,,,2726
36061,6075,Directed,28665,,,2725
12085,12111,Directed,66686,,,2723
41053,41047,Directed,22365,,,2722
34003,34027,Directed,32253,,,2711
34013,34031,Directed,32750,,,2711
37179,37119,Directed,38357,,,2710
19153,19049,Directed,59692,,,2710
36081,34017,Directed,29451,,,2704
55079,55101,Directed,1587,,,2702
26049,26125,Directed,44288,,,2699
23031,23005,Directed,46794,,,2693
29037,29095,Directed,40582,,,2691
36047,34023,Directed,27945,,,2687
40131,40143,Directed,23603,,,2674
51550,51740,Directed,6631,,,2669
37065,37127,Directed,36706,,,2667
42101,34005,Directed,20835,,,2665
47157,47167,Directed,15877,,,2660
8013,8059,Directed,70557,,,2655
40143,40113,Directed,23681,,,2654
12071,12021,Directed,66189,,,2652
36087,36071,Directed,29848,,,2645
8059,8013,Directed,71477,,,2643
48201,48291,Directed,11193,,,2638
47165,47037,Directed,16231,,,2638
6039,6019,Directed,73739,,,2616
13067,13015,Directed,61159,,,2615
6083,6037,Directed,76364,,,2612
15003,32003,Directed,60192,,,2610
6067,6077,Directed,74823,,,2608
37101,37183,Directed,37243,,,2603
22033,22005,Directed,50097,,,2595
6059,6085,Directed,74162,,,2595
37081,37067,Directed,36917,,,2591
42045,10003,Directed,19691,,,2587
9001,36061,Directed,69359,,,2586
13135,13139,Directed,62437,,,2585
13135,13013,Directed,62439,,,2583
17111,17097,Directed,57457,,,2572
6107,6019,Directed,77273,,,2569
39165,39017,Directed,26768,,,2563
37119,45091,Directed,37334,,,2563
45045,45077,Directed,17371,,,2545
36075,36067,Directed,29367,,,2545
39155,39099,Directed,26680,,,2542
12015,12115,Directed,64611,,,2536
37135,37063,Directed,38004,,,2530
33011,25017,Directed,34410,,,2526
48029,48013,Directed,8762,,,2524
27145,27009,Directed,43696,,,2523
44007,25005,Directed,18295,,,2522
48029,48113,Directed,8760,,,2517
32003,6073,Directed,30831,,,2517
6073,6085,Directed,75332,,,2511
45035,45019,Directed,17276,,,2505
6099,6047,Directed,77142,,,2498
13247,13217,Directed,63539,,,2496
24033,51059,Directed,47900,,,2495
25021,25027,Directed,49224,,,2493
40145,40143,Directed,23883,,,2492
5119,5085,Directed,79464,,,2491
37081,37151,Directed,36918,,,2476
6037,6081,Directed,73156,,,2476
4013,6059,Directed,77780,,,2473
26125,26161,Directed,45431,,,2470
15003,6073,Directed,60193,,,2466
6087,6085,Directed,76742,,,2464
12011,12095,Directed,64253,,,2456
20209,29095,Directed,53659,,,2455
18019,18043,Directed,53892,,,2455
1101,1051,Directed,80833,,,2453
45007,45045,Directed,16829,,,2449
6085,6059,Directed,76489,,,2447
36091,36001,Directed,29957,,,2443
48113,48231,Directed,9841,,,2432
18043,18019,Directed,54091,,,2428
2020,2170,Directed,81198,,,2426
51550,51710,Directed,6632,,,2419
53063,53033,Directed,3853,,,2417
33013,33011,Directed,34534,,,2413
12095,12105,Directed,66968,,,2413
18163,18173,Directed,55465,,,2409
27037,27163,Directed,42507,,,2406
33015,25009,Directed,34576,,,2401
36093,36001,Directed,30050,,,2399
8035,8031,Directed,70965,,,2399
27019,27053,Directed,42401,,,2397
37057,37067,Directed,36519,,,2396
12101,12053,Directed,67643,,,2391
6087,6053,Directed,76743,,,2387
34027,34013,Directed,33593,,,2386
6085,4013,Directed,76490,,,2380
6047,6099,Directed,73891,,,2372
21111,21185,Directed,51873,,,2364
12095,12009,Directed,66967,,,2361
13089,13247,Directed,61572,,,2356
48355,48029,Directed,12750,,,2349
28121,28049,Directed,40082,,,2348
24017,24033,Directed,47340,,,2348
1073,1115,Directed,80278,,,2348
20173,20015,Directed,53407,,,2347
47189,47037,Directed,16395,,,2345
53033,53067,Directed,2848,,,2344
12099,12086,Directed,67342,,,2336
6067,6037,Directed,74824,,,2335
34013,34003,Directed,32752,,,2333
36067,36075,Directed,29029,,,2329
36055,36117,Directed,28226,,,2323
27053,27163,Directed,42713,,,2316
35061,35001,Directed,32165,,,2315
